,Subject Focus,Eyes,Face,Near,Action,Accessory,Group,Collage,Human,Occlusion,Info,Blur,Pawpularity,Breed,kfold,path,norm_score,oof
17,0,0,1,1,0,0,0,0,0,0,1,1,38,0,0,../input/petfinder-pawpularity-score/train/25ed880f1070c748a1882e989f26a16b.jpg,0.38,26.83658
18,0,0,0,1,0,0,0,0,0,0,0,0,45,0,4,../input/petfinder-pawpularity-score/train/ef70d4bab182d9671afd1eba5a8b5b91.jpg,0.45,48.80089
19,0,0,0,1,0,0,0,0,0,0,0,0,26,0,4,../input/petfinder-pawpularity-score/train/dec67861ac009b40cde034b6cc0adc84.jpg,0.26,34.587814
20,0,0,1,1,0,0,0,0,0,0,0,0,35,0,4,../input/petfinder-pawpularity-score/train/8e0559f9f7656b0229688a706c564b47.jpg,0.35,52.930904
21,0,1,1,1,0,0,0,0,0,0,0,0,2,0,4,../input/petfinder-pawpularity-score/train/f4dd9ea389798d703ee5ebe2a82c8653.jpg,0.02,79.454445
22,0,1,1,1,0,0,0,0,0,0,0,0,31,1,1,../input/petfinder-pawpularity-score/train/fd56409324e8ac4eef2ceb1ef9b28c32.jpg,0.31,40.621407
23,0,1,1,0,0,0,1,0,0,1,0,0,58,0,0,../input/petfinder-pawpularity-score/train/596486fbaf066d1c79a94426724cb3f7.jpg,0.58,45.5017
24,0,1,1,1,0,0,0,0,0,0,0,0,74,1,4,../input/petfinder-pawpularity-score/train/36b9c4276138ccfafa79b6ccfbd69f42.jpg,0.74,51.647354
25,0,1,1,0,0,0,0,0,0,0,0,0,27,0,1,../input/petfinder-pawpularity-score/train/df0b39ed3761224d4bda2554527cdbdc.jpg,0.27,24.4363
26,0,1,1,1,0,0,0,0,1,1,0,0,16,0,4,../input/petfinder-pawpularity-score/train/3a92d0dd5297b25cffe799f170d534e7.jpg,0.16,29.198929
27,0,1,1,1,0,1,0,0,0,0,0,0,34,0,0,../input/petfinder-pawpularity-score/train/a49027e11940aa57280682f8ede9f5bd.jpg,0.34,29.219118
28,0,1,1,1,0,0,1,0,0,0,0,0,37,0,4,../input/petfinder-pawpularity-score/train/61b71c5773803a59e26360d530679a97.jpg,0.37,29.198929
29,0,1,1,1,0,0,0,0,0,0,0,0,72,0,0,../input/petfinder-pawpularity-score/train/6eb5212fdf90ec3ca9beac9107b73d7e.jpg,0.72,45.0027
30,0,1,1,1,0,0,0,0,0,0,0,0,44,0,2,../input/petfinder-pawpularity-score/train/0e94c5206de8777a57b63a4a52a751ef.jpg,0.44,38.34104
31,0,1,1,1,0,1,0,1,0,0,0,0,24,0,1,../input/petfinder-pawpularity-score/train/dd97d5991eaa68b17cc349ddac7b9265.jpg,0.24,37.20488
32,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,../input/petfinder-pawpularity-score/train/a6edee6e0699456af0852a21254ea7aa.jpg,0.03,48.436485
33,0,0,1,1,0,1,0,0,0,0,0,1,41,2,4,../input/petfinder-pawpularity-score/train/3448aa112712cb3cb3eb8323e1fab5a7.jpg,0.41,33.38289
34,0,1,1,1,0,0,0,0,0,0,0,0,32,1,2,../input/petfinder-pawpularity-score/train/5a7f421f64e85306cdac6b0b1c92ad41.jpg,0.32,31.426096
35,0,1,1,0,0,0,0,0,0,0,0,0,51,0,3,../input/petfinder-pawpularity-score/train/a6ba860b3621db33fb75bcc8322e866e.jpg,0.51,40.17465
36,0,1,1,0,0,1,0,0,0,0,0,0,25,0,3,../input/petfinder-pawpularity-score/train/50935c9be26275ecaaab8f959c2c865e.jpg,0.25,52.611454
37,0,1,1,1,0,0,0,0,0,0,0,0,28,1,1,../input/petfinder-pawpularity-score/train/caab55069b9fd11b61591b40dc475821.jpg,0.28,27.815876
38,0,0,0,1,0,0,0,0,0,0,0,0,24,1,4,../input/petfinder-pawpularity-score/train/ea9fec999b94a9a1e7c78f142d4ac99a.jpg,0.24,29.941236
39,0,1,1,1,0,0,0,0,0,0,0,0,46,0,3,../input/petfinder-pawpularity-score/train/ab8bd872bf2ad5defe895836587933b2.jpg,0.46,32.41284
40,0,1,1,1,0,0,0,0,0,0,0,0,23,0,1,../input/petfinder-pawpularity-score/train/121e00b4c50eb5e2ceafd7c691c1d2c4.jpg,0.23,29.229218
41,0,1,1,1,0,0,0,0,0,0,0,0,36,0,2,../input/petfinder-pawpularity-score/train/c0f48ee34a65d2b3b7b65bea6350f8e0.jpg,0.36,37.38758
42,0,1,1,1,0,0,0,0,0,0,0,0,27,0,1,../input/petfinder-pawpularity-score/train/70457c8ed4ce53fa71f5250f36b54558.jpg,0.27,25.515804
43,0,1,1,1,0,0,0,0,0,0,0,0,43,0,0,../input/petfinder-pawpularity-score/train/9282fa3e53d7b9dd69d9e66a9263abcc.jpg,0.43,36.026398
44,0,1,1,1,0,0,1,0,0,0,0,0,32,2,3,../input/petfinder-pawpularity-score/train/e6953bb6f5932c28d0c160c336539a4d.jpg,0.32,39.192947
45,0,1,1,1,0,0,0,0,0,0,0,0,22,0,4,../input/petfinder-pawpularity-score/train/5cb51597f614a910c66a4f17d6f55780.jpg,0.22,35.89146
46,0,1,1,1,0,0,0,0,0,0,0,0,19,1,2,../input/petfinder-pawpularity-score/train/0dcd4d89d85e5e8e37633815e744edf7.jpg,0.19,31.216028
47,0,1,1,1,0,0,0,0,0,0,0,0,52,0,3,../input/petfinder-pawpularity-score/train/077076eefc3ce5f5ac30770ea3bb6927.jpg,0.52,55.694187
48,0,1,1,1,0,0,0,0,0,0,0,0,35,0,3,../input/petfinder-pawpularity-score/train/d857ffeef6c6aa6d277710a62dcb9afa.jpg,0.35,33.66581
49,0,1,1,1,0,0,0,0,0,0,0,0,55,0,3,../input/petfinder-pawpularity-score/train/8fec00620a26fa7bbe6bdc5ceaf8e7e3.jpg,0.55,50.580574
50,0,1,1,1,0,0,0,1,1,1,0,0,3,1,3,../input/petfinder-pawpularity-score/train/5a73262a6a95919335a95866e6a51c9a.jpg,0.03,33.545967
51,0,1,1,1,0,0,1,0,0,0,0,0,100,0,4,../input/petfinder-pawpularity-score/train/ab57d93616f0476acb48de353bfea440.jpg,1.0,56.955338
52,0,1,1,1,0,0,0,0,0,0,0,0,8,0,4,../input/petfinder-pawpularity-score/train/247f43a95c6d0412f0740404075cdd13.jpg,0.08,62.692398
53,0,0,0,1,0,0,0,0,0,0,0,0,32,0,4,../input/petfinder-pawpularity-score/train/4db5b822ebb966dbd6f69576c9cdc4e9.jpg,0.32,29.992476
54,0,1,1,1,0,0,1,0,0,0,0,0,33,1,0,../input/petfinder-pawpularity-score/train/804f6629de49f04a011b2635d070603c.jpg,0.33,35.097733
55,0,1,1,1,0,0,0,0,0,0,0,0,31,2,3,../input/petfinder-pawpularity-score/train/56beef90dcb2be968173a1e4f3c8f9e4.jpg,0.31,26.874945
56,0,1,1,1,0,0,0,0,1,1,0,0,7,0,3,../input/petfinder-pawpularity-score/train/da82593ee694b4ee30ffca23a6d1cec6.jpg,0.07,46.490158
57,0,1,1,1,0,0,0,0,0,0,0,0,14,0,3,../input/petfinder-pawpularity-score/train/bd6e9c6445173b13f2dc740cd65c87e0.jpg,0.14,50.87424
58,0,1,1,1,0,0,0,0,0,0,0,0,26,1,4,../input/petfinder-pawpularity-score/train/05a41be81c0d99ed4c8c10dd83a3ab76.jpg,0.26,23.722235
59,0,1,1,0,0,0,1,0,0,1,0,0,57,0,1,../input/petfinder-pawpularity-score/train/b1067a5711c56e3012b50fbd1812b026.jpg,0.57,51.11142
60,0,1,1,1,0,0,0,0,1,1,1,0,22,0,3,../input/petfinder-pawpularity-score/train/c125779cb8d840147e0df5d7a1d79364.jpg,0.22,28.30872
61,0,1,1,1,0,0,0,0,0,0,0,0,51,0,1,../input/petfinder-pawpularity-score/train/b5191d76ee16e82718322cb6b7e35921.jpg,0.51,49.290894
62,0,0,0,1,0,0,0,0,0,0,0,0,19,0,2,../input/petfinder-pawpularity-score/train/5ee7222232abdd49a1ee386b4e74a226.jpg,0.19,34.864513
63,0,1,1,1,0,0,0,0,0,0,0,0,27,1,1,../input/petfinder-pawpularity-score/train/b8618268c03f644c91bfb28c550726b2.jpg,0.27,25.330648
64,0,1,1,1,0,0,0,0,0,0,0,0,44,0,3,../input/petfinder-pawpularity-score/train/361f9c83f63233c8ca33aaa46325699d.jpg,0.44,48.186527
65,0,0,0,0,0,0,1,0,0,1,0,0,38,1,4,../input/petfinder-pawpularity-score/train/cdb3cf96fb0300f3272b5157ec2f77d9.jpg,0.38,31.541958
66,0,0,1,1,0,0,0,0,0,0,0,1,35,0,3,../input/petfinder-pawpularity-score/train/077a2081f148f43dd3232dc579ec2baa.jpg,0.35,68.66853
67,0,1,1,1,0,0,0,0,1,1,0,0,29,0,2,../input/petfinder-pawpularity-score/train/fd6239cc0914fb9c41c147eb34c598d7.jpg,0.29,30.642328
68,0,1,1,1,0,0,0,0,0,0,0,0,38,1,2,../input/petfinder-pawpularity-score/train/93f7576c2990eed9e846ce5d7f7aff78.jpg,0.38,31.226513
69,0,1,1,1,0,0,0,0,0,0,0,0,65,0,0,../input/petfinder-pawpularity-score/train/ab95571a64d4bf3c6d19dd9b8cefbd1d.jpg,0.65,62.543808
70,0,1,1,0,0,0,0,0,0,0,0,0,12,0,1,../input/petfinder-pawpularity-score/train/db01edae7a0eed1bccc7f030bf450bd4.jpg,0.12,32.863716
71,0,1,1,0,0,0,0,1,1,1,0,0,69,0,2,../input/petfinder-pawpularity-score/train/006fe962f5f7e2c5f527b2e27e28ed6d.jpg,0.69,63.64661
72,0,1,1,1,0,0,0,0,1,0,0,0,71,0,1,../input/petfinder-pawpularity-score/train/e70a9307dfea3e0e9b298888c1bb4061.jpg,0.71,27.98285
73,0,1,1,1,0,0,0,0,0,0,0,0,31,0,2,../input/petfinder-pawpularity-score/train/856b90b8ad6a0037ca2ee6cfe60e84e9.jpg,0.31,32.59495
74,1,1,1,1,0,0,0,0,0,0,0,0,45,1,3,../input/petfinder-pawpularity-score/train/0f93d1482d7fb9f2b6a5085ee729142b.jpg,0.45,28.388062
75,0,1,1,0,0,0,0,0,0,0,0,0,44,0,3,../input/petfinder-pawpularity-score/train/f0e363d577ccf921339f6b27a9a85a21.jpg,0.44,40.444866
76,0,1,1,1,0,0,0,0,0,0,0,0,18,1,0,../input/petfinder-pawpularity-score/train/84e84339331e9c5893f0033cbc773a18.jpg,0.18,28.696787
77,0,1,1,1,0,0,0,0,1,0,0,0,42,1,4,../input/petfinder-pawpularity-score/train/5d11374d83e264a43f5cac8f84e36203.jpg,0.42,42.042114
78,0,1,1,1,0,0,0,0,1,0,0,0,38,1,2,../input/petfinder-pawpularity-score/train/0c58e1006ac1d74a568bb0c8babee20d.jpg,0.38,61.797386
79,0,1,1,1,0,0,0,0,0,0,0,0,20,0,4,../input/petfinder-pawpularity-score/train/3dfe2535172883b35fc6401170bcb683.jpg,0.2,32.316647
80,0,1,1,1,0,0,0,0,0,0,0,0,27,0,3,../input/petfinder-pawpularity-score/train/79b81ded47ff20fb3680088ba18177ae.jpg,0.27,39.764603
81,0,0,0,1,0,0,0,0,0,0,0,0,29,0,4,../input/petfinder-pawpularity-score/train/2cabdee4546ab1d9d383dbf6712c4d4a.jpg,0.29,29.48237
82,0,1,1,1,0,0,0,0,1,1,0,0,36,0,4,../input/petfinder-pawpularity-score/train/4bebe6c9290d5b8a471f797b356754af.jpg,0.36,29.098085
83,0,1,1,1,0,0,0,0,1,0,0,0,14,0,2,../input/petfinder-pawpularity-score/train/9617b9af7d301b1aa8ee168df7bbcb7c.jpg,0.14,35.47683
84,0,0,0,1,0,0,0,0,1,0,0,0,22,0,2,../input/petfinder-pawpularity-score/train/cdce90fba529efbd06a374cbfe541fdf.jpg,0.22,63.87226
85,0,1,1,1,0,0,0,0,0,0,0,0,25,2,1,../input/petfinder-pawpularity-score/train/63c15328ac9a79daa51ca045b260ddaf.jpg,0.25,35.577488
86,0,1,1,0,0,0,0,1,0,0,1,0,29,1,0,../input/petfinder-pawpularity-score/train/6d9b60bd730387a6286291cc41b9070a.jpg,0.29,34.202187
87,0,1,1,1,0,0,0,0,0,0,0,0,2,1,0,../input/petfinder-pawpularity-score/train/4c1e05895368c997fdd709bbd1ac3dae.jpg,0.02,81.10782
88,1,1,1,1,0,0,0,0,0,0,0,0,20,2,0,../input/petfinder-pawpularity-score/train/69a1ba5d0796265909edc9d9644ac7d9.jpg,0.2,28.957254
89,0,0,1,1,0,0,0,0,1,1,1,0,56,0,0,../input/petfinder-pawpularity-score/train/a8f1a5383c5ec0c1db2f3930cabf1fe6.jpg,0.56,46.490158
90,0,0,1,1,0,0,0,0,0,0,0,1,40,0,0,../input/petfinder-pawpularity-score/train/4646975eddefc2d1d6c152377f7291ad.jpg,0.4,37.06809
91,0,1,1,1,0,0,0,0,0,1,1,0,17,0,4,../input/petfinder-pawpularity-score/train/5b3d4029ceaef9d69863520d29a5945f.jpg,0.17,28.706778
92,0,0,1,1,0,0,0,0,1,1,0,0,36,1,3,../input/petfinder-pawpularity-score/train/c2921e389c9b64fa46eaa356c887c006.jpg,0.36,43.30222
93,0,1,1,0,0,0,0,0,0,1,0,0,27,1,1,../input/petfinder-pawpularity-score/train/a54245b1972582e763a7c1852188bc74.jpg,0.27,41.893463
94,0,1,1,1,0,0,1,0,0,1,0,0,23,1,1,../input/petfinder-pawpularity-score/train/d14b0090d892711200a525f5f958d948.jpg,0.23,31.341976
95,0,1,1,1,0,0,0,0,0,0,1,0,31,0,0,../input/petfinder-pawpularity-score/train/a0ec397c0fb1882149b05acd25507897.jpg,0.31,27.678827
96,0,1,1,1,0,1,0,0,0,0,0,0,19,1,4,../input/petfinder-pawpularity-score/train/423c0ba438c4b6076f382f23f27481e2.jpg,0.19,24.041775
97,0,1,1,1,0,0,0,0,0,0,0,0,27,1,4,../input/petfinder-pawpularity-score/train/fc59985e3dca45d4be984f1c50755e1d.jpg,0.27,35.947655
98,0,1,1,1,0,0,0,0,0,0,0,0,29,1,1,../input/petfinder-pawpularity-score/train/26ad21804985ebdfc7bd12540a05749d.jpg,0.29,26.56899
99,0,1,1,1,0,0,0,0,0,0,0,0,100,1,4,../input/petfinder-pawpularity-score/train/6828b2300233cbf1c95317ed36b11b80.jpg,1.0,70.49733
100,0,0,1,0,0,1,1,0,0,0,0,0,23,0,0,../input/petfinder-pawpularity-score/train/8bf2e4e126bf7292a32701c7257da2ce.jpg,0.23,41.040184
101,0,1,1,1,0,1,0,0,0,0,0,0,44,0,3,../input/petfinder-pawpularity-score/train/78c0fc23d8d4cbb116b2825891298c0f.jpg,0.44,60.754673
102,0,1,1,0,0,0,0,0,0,1,0,0,29,0,3,../input/petfinder-pawpularity-score/train/c733fc1ed14638489856330276fecf7b.jpg,0.29,39.63018
103,0,1,1,1,0,0,0,0,0,0,0,0,32,1,2,../input/petfinder-pawpularity-score/train/32ee3073bc97ebb29602b92d8bce5e93.jpg,0.32,28.726768
104,0,1,1,1,0,0,0,0,1,1,0,0,17,0,2,../input/petfinder-pawpularity-score/train/267dd81f583af5d2afb20e8b05644de2.jpg,0.17,23.970512
105,0,1,1,1,0,0,0,0,0,0,0,0,15,0,4,../input/petfinder-pawpularity-score/train/5ed0029576e5704f65a0d274ce868023.jpg,0.15,21.816925
106,0,1,1,1,0,0,0,0,1,1,0,0,46,1,3,../input/petfinder-pawpularity-score/train/05cb28ac5d7cc211a51ebe1d925d175d.jpg,0.46,40.503685
107,0,0,0,1,0,0,0,0,0,0,0,0,3,1,4,../input/petfinder-pawpularity-score/train/21906c17ad24ecbf62536c097c1ec684.jpg,0.03,37.09087
108,0,1,1,1,0,0,0,0,0,0,1,0,27,0,2,../input/petfinder-pawpularity-score/train/d14c388cd67c0f61f0e0184d5ede7a80.jpg,0.27,47.272907
109,0,1,1,1,0,0,0,0,0,0,0,0,28,1,4,../input/petfinder-pawpularity-score/train/734f87c71ec301e638e2716f6a044d18.jpg,0.28,30.197924
110,0,1,1,1,0,0,0,0,0,0,0,0,33,1,2,../input/petfinder-pawpularity-score/train/bbd22cfe211988ed44f2973849d69cf1.jpg,0.33,42.518753
111,0,0,0,1,0,0,1,0,0,0,0,1,23,0,3,../input/petfinder-pawpularity-score/train/7df1092592a907991eba741b19e687ae.jpg,0.23,47.336815
112,0,1,1,1,0,0,0,0,0,0,0,0,9,2,3,../input/petfinder-pawpularity-score/train/a1b0d276e1b80d5c04d7b68c97cb092b.jpg,0.09,23.669262
113,0,1,1,0,0,0,0,1,0,1,1,0,36,0,1,../input/petfinder-pawpularity-score/train/4ec0240d2cbb5cf0b176df79e046fbe6.jpg,0.36,27.659283
114,0,1,1,1,0,0,0,1,0,0,1,0,37,0,0,../input/petfinder-pawpularity-score/train/5ed082e6c782c25288dbb466ebcaa5e5.jpg,0.37,36.95426
115,0,1,1,0,0,0,1,1,0,1,1,0,44,1,2,../input/petfinder-pawpularity-score/train/a5c4de4c29e2097889f0d4cbd566625c.jpg,0.44,32.359383
116,0,0,0,1,0,0,0,0,0,0,0,0,39,0,2,../input/petfinder-pawpularity-score/train/996827373fa5bc2573f5434028ddb102.jpg,0.39,32.146
117,0,0,0,0,0,0,0,0,0,0,0,0,50,1,3,../input/petfinder-pawpularity-score/train/e61cf89c544431a147d26283c158a1cc.jpg,0.5,40.35081
118,0,1,1,1,0,0,0,0,0,0,0,0,84,0,1,../input/petfinder-pawpularity-score/train/108519f539e734434cd6819c46f297ff.jpg,0.84,59.519844
119,0,1,1,1,0,0,0,0,1,1,0,0,49,0,0,../input/petfinder-pawpularity-score/train/f091887b8aad2464073ec1693ffff589.jpg,0.49,42.667984
120,0,1,1,1,0,0,1,0,0,0,0,0,36,1,3,../input/petfinder-pawpularity-score/train/0ba16cbf3e523fa8fa89bea38b49af17.jpg,0.36,31.216028
121,0,1,0,1,0,0,1,0,0,0,1,0,23,0,0,../input/petfinder-pawpularity-score/train/1d53f79c41bf325e21ccdc89c23e716c.jpg,0.23,31.478733
122,0,0,0,0,0,0,0,0,1,0,0,0,35,0,2,../input/petfinder-pawpularity-score/train/c34fa423573802c6c046d890788f0a44.jpg,0.35,44.399216
123,0,1,1,1,0,0,0,0,0,0,0,0,57,1,3,../input/petfinder-pawpularity-score/train/fdafc65c53b4ed66d3f148b4e76a59ae.jpg,0.57,29.502674
124,0,1,1,1,0,0,1,0,0,1,0,0,28,0,4,../input/petfinder-pawpularity-score/train/a1b83d8e01f577e5fe8001ea9dec4fdf.jpg,0.28,35.086613
125,0,1,1,1,0,0,0,0,0,0,0,0,38,0,3,../input/petfinder-pawpularity-score/train/c89f47cbfad9bd529cea597347039a33.jpg,0.38,37.771282
126,0,1,1,0,0,0,1,1,0,0,0,0,35,1,3,../input/petfinder-pawpularity-score/train/dd608591ec4e317ef1b03e295d20421c.jpg,0.35,52.24002
127,0,1,1,1,0,0,0,0,0,0,0,0,26,1,1,../input/petfinder-pawpularity-score/train/5ef1b1249de5a6972c785431e7d204e6.jpg,0.26,32.62714
128,0,1,1,1,0,0,1,0,0,0,0,0,22,1,3,../input/petfinder-pawpularity-score/train/5281f3aebbebdd736ecb0c143c4aac0c.jpg,0.22,26.208569
129,0,1,1,1,0,0,0,0,1,0,0,0,30,0,1,../input/petfinder-pawpularity-score/train/0bea5f5e0274f3c3e9d621ea5a36fe74.jpg,0.3,28.378138
130,0,1,1,1,0,0,0,0,0,0,0,0,24,0,4,../input/petfinder-pawpularity-score/train/13e7a9730f7f0e163a9f47274b43770e.jpg,0.24,31.299963
131,0,1,1,1,0,0,0,0,0,0,0,0,83,0,1,../input/petfinder-pawpularity-score/train/d90122ddb0755ee4d3cb0b3be756b9bb.jpg,0.83,52.97804
132,0,1,1,1,0,0,0,0,0,0,0,0,39,0,1,../input/petfinder-pawpularity-score/train/31befe40d9c6b613f04fd987641325ee.jpg,0.39,25.054586
133,0,1,1,1,0,0,0,0,1,1,0,0,23,0,1,../input/petfinder-pawpularity-score/train/eb04fe3c32aa7a465d4bc80fe07a1108.jpg,0.23,25.664564
134,0,1,1,1,0,0,0,0,0,0,0,0,23,0,3,../input/petfinder-pawpularity-score/train/170a0adbe77a1332118e8ea4e56f3dea.jpg,0.23,51.17166
135,0,0,1,1,0,0,1,0,0,0,0,1,32,0,4,../input/petfinder-pawpularity-score/train/e81d1e6711379eadd29a15cc6a4d4247.jpg,0.32,56.11246
136,0,1,1,1,0,0,0,0,1,1,0,0,32,1,3,../input/petfinder-pawpularity-score/train/48b051a222548fff6ca1bac45dc20173.jpg,0.32,29.757198
137,0,1,1,1,0,0,0,0,1,1,0,0,39,0,2,../input/petfinder-pawpularity-score/train/246e44bcff8067ad93f4244d17ce3d35.jpg,0.39,48.459347
138,0,0,0,1,0,0,0,0,0,0,0,0,44,0,2,../input/petfinder-pawpularity-score/train/aec4d305bc831ed3e9529eb3fd8a42b0.jpg,0.44,32.61641
139,0,0,0,1,0,0,0,0,0,0,0,0,24,0,1,../input/petfinder-pawpularity-score/train/a62bb585920c89311299c5426e6f409a.jpg,0.24,44.08303
140,0,1,1,1,0,0,0,0,0,0,0,0,27,1,3,../input/petfinder-pawpularity-score/train/0d4b796c33e07e65ec75dfd46af9df18.jpg,0.27,41.489883
141,0,1,1,1,0,0,0,0,0,0,0,0,46,0,0,../input/petfinder-pawpularity-score/train/cfca5a915e9231b506603b868e8fe747.jpg,0.46,31.268475
142,0,0,1,1,0,0,0,0,0,0,0,1,41,1,2,../input/petfinder-pawpularity-score/train/3a1faeda2b807e2da5be4964d1bb99f4.jpg,0.41,35.331665
143,0,1,1,1,0,0,0,0,0,0,0,0,30,2,2,../input/petfinder-pawpularity-score/train/3ef402b5fad5d725deded5149d767cea.jpg,0.3,28.577042
144,0,0,1,1,0,0,0,0,0,0,0,0,37,0,1,../input/petfinder-pawpularity-score/train/5148d0c8b5f52a37f81e3c564a4dc9c3.jpg,0.37,35.499187
145,0,1,1,1,0,0,0,0,0,0,0,0,58,1,1,../input/petfinder-pawpularity-score/train/4510d94d9b7692472403ac6001ca94f5.jpg,0.58,26.3789
146,0,1,1,0,0,0,0,0,0,0,0,0,26,1,0,../input/petfinder-pawpularity-score/train/6e4322abd15464e3eeff5e07bbeca8cf.jpg,0.26,21.518578
147,0,1,1,1,0,0,0,0,0,0,0,0,23,0,0,../input/petfinder-pawpularity-score/train/68e55574e523cf1cdc17b60ce6cc2f60.jpg,0.23,24.707796
148,0,1,1,1,0,0,0,0,0,0,0,0,33,0,0,../input/petfinder-pawpularity-score/train/21ffcf213384d026ba187905f4f3c1ab.jpg,0.33,29.20902
149,0,1,1,1,0,0,0,0,0,0,0,0,64,1,2,../input/petfinder-pawpularity-score/train/6f21f0d6b3548e963be46aec29f6331a.jpg,0.64,57.68996
150,0,1,1,1,0,0,0,0,0,0,0,0,24,0,1,../input/petfinder-pawpularity-score/train/a4e7ca3b55420193b79ec5f16eb07feb.jpg,0.24,24.725967
151,0,1,1,0,0,0,1,0,0,0,0,0,44,0,0,../input/petfinder-pawpularity-score/train/5d6788a07054510276458da0054ded4c.jpg,0.44,48.546246
152,0,1,1,1,0,0,0,0,1,0,0,0,100,0,4,../input/petfinder-pawpularity-score/train/d221b46947fc086e7445590e2bd1e808.jpg,1.0,79.0692
153,0,1,1,1,0,0,0,0,0,0,0,0,29,0,4,../input/petfinder-pawpularity-score/train/7ad53e9873c7a08b0c19abcc1e20c1d7.jpg,0.29,29.706196
154,1,1,1,1,0,0,0,0,0,0,0,0,30,1,4,../input/petfinder-pawpularity-score/train/70ce65174e91ecbd4aa3e1352613775c.jpg,0.3,22.850065
155,0,1,1,1,0,0,0,0,0,0,0,0,23,0,2,../input/petfinder-pawpularity-score/train/79d29f5a8ef92e243fc1683e106a33b9.jpg,0.23,30.55937
156,0,1,1,1,0,0,0,0,0,0,0,0,30,0,1,../input/petfinder-pawpularity-score/train/e8e059194f0f7e362a411ddc72a39ebd.jpg,0.3,26.001348
157,0,1,1,1,0,0,0,0,0,0,0,0,8,0,3,../input/petfinder-pawpularity-score/train/f23ebb3d9a1c272425fd9554dccacd49.jpg,0.08,28.388062
158,0,0,1,1,0,0,0,0,0,1,0,1,41,1,4,../input/petfinder-pawpularity-score/train/c2ab5566db2727ecc5c5981100d7414f.jpg,0.41,44.35402
159,0,0,0,1,0,0,0,0,0,0,0,0,29,1,2,../input/petfinder-pawpularity-score/train/c269deb9851501a4bbc912ea97dd74ef.jpg,0.29,46.796993
160,1,1,1,1,0,0,0,0,0,0,0,0,28,0,3,../input/petfinder-pawpularity-score/train/1d1f953d28f78f812f3ad3bcb98b5c7d.jpg,0.28,30.280325
161,0,1,1,1,0,0,0,0,0,0,0,0,13,0,1,../input/petfinder-pawpularity-score/train/069fcf0f3237285346714ed7369512b4.jpg,0.13,23.810701
