,Subject Focus,Eyes,Face,Near,Action,Accessory,Group,Collage,Human,Occlusion,Info,Blur,Pawpularity,Breed,kfold,path,norm_score,oof
20,0,1,1,1,0,0,0,0,0,0,1,0,36,0,1,../input/petfinder-pawpularity-score/train/406683eaf6484326aa307ad2b3fe56d1.jpg,0.36,27.27301
21,0,0,1,0,0,0,1,0,0,0,0,0,32,1,0,../input/petfinder-pawpularity-score/train/fa80ec191232a190fa8e55ce49e2afa3.jpg,0.32,54.79288
22,0,1,1,1,0,0,0,0,1,1,0,0,44,1,0,../input/petfinder-pawpularity-score/train/c5c8df05b6766271662f9a2b2cb5b214.jpg,0.44,31.337833
23,0,0,0,0,0,0,1,0,0,0,0,0,63,0,3,../input/petfinder-pawpularity-score/train/f71196f2494c279ea4b9567acf534237.jpg,0.63,43.764942
24,1,1,1,1,0,0,0,0,0,0,0,0,50,0,7,../input/petfinder-pawpularity-score/train/c71ff825771654180e90a28e115738d6.jpg,0.5,29.306408
25,0,0,1,1,0,0,0,0,0,0,0,0,24,0,0,../input/petfinder-pawpularity-score/train/6d639fb891c8c38c0b5ce71f46bea3fc.jpg,0.24,34.000553
26,0,1,1,1,0,0,0,0,0,0,0,0,41,1,4,../input/petfinder-pawpularity-score/train/26f5ec5b529b67f99e20341e13a3cab8.jpg,0.41,30.75538
27,0,0,1,1,0,0,0,0,0,0,0,1,38,1,8,../input/petfinder-pawpularity-score/train/b6d4950eea07b6d2c0bf115e3b5bed29.jpg,0.38,47.650608
28,0,1,1,1,0,0,1,0,0,0,0,0,41,1,9,../input/petfinder-pawpularity-score/train/b9c2182b52a9b159731dd0e566d35297.jpg,0.41,37.89806
29,0,1,1,1,0,1,0,0,0,0,0,0,30,0,5,../input/petfinder-pawpularity-score/train/e30e2c9ae376c0d0852d2717adf76d06.jpg,0.3,32.23276
30,0,1,1,1,0,0,1,0,0,1,0,0,47,0,9,../input/petfinder-pawpularity-score/train/9d3bbdbadc545e89783cbba3108c21ec.jpg,0.47,31.559298
31,0,1,1,1,0,0,0,0,0,0,0,0,29,0,1,../input/petfinder-pawpularity-score/train/6b3a7c2cb1ae8af7de709b78dad96848.jpg,0.29,50.16638
32,0,0,1,1,0,1,0,0,0,0,0,0,37,1,1,../input/petfinder-pawpularity-score/train/7d29062f1d26d65791ddd3590dabfa5f.jpg,0.37,53.602154
33,0,0,0,1,0,0,0,0,0,0,0,0,53,0,6,../input/petfinder-pawpularity-score/train/c4136f3ed5c3c70c9a0d4e9763d72035.jpg,0.53,49.05672
34,0,1,1,1,0,0,0,0,0,0,0,0,10,0,6,../input/petfinder-pawpularity-score/train/592562893e1f28696b73850db29e2680.jpg,0.1,25.438309
35,0,0,1,1,0,0,0,0,0,0,0,0,23,0,1,../input/petfinder-pawpularity-score/train/49fbb4e913304346011d6a2a51290e87.jpg,0.23,25.305313
36,0,1,1,1,0,0,0,0,0,0,0,0,100,1,9,../input/petfinder-pawpularity-score/train/6828b2300233cbf1c95317ed36b11b80.jpg,1.0,61.47975
37,0,1,1,0,0,0,0,0,0,0,0,0,48,1,1,../input/petfinder-pawpularity-score/train/8c8b7194f9dec3426a8a01e1c644c088.jpg,0.48,36.055943
38,0,1,1,1,0,0,0,0,1,0,0,0,26,1,4,../input/petfinder-pawpularity-score/train/3f0222f5310e4184a60a7030da8dc84b.jpg,0.26,43.413082
39,0,0,1,1,0,0,0,0,0,0,0,1,22,0,7,../input/petfinder-pawpularity-score/train/2b5a8930864f1e10d1df094f9b8bc86c.jpg,0.22,30.825684
40,0,0,1,1,0,0,0,0,1,0,0,1,19,2,5,../input/petfinder-pawpularity-score/train/df2edf4e3aa4aa7fee6a108e7d8d2479.jpg,0.19,32.15597
41,0,1,1,0,0,0,0,0,0,0,0,0,27,0,6,../input/petfinder-pawpularity-score/train/40b5624f0d3e33391ec420781065c9f7.jpg,0.27,37.826042
42,0,1,1,1,0,0,0,0,0,0,0,0,21,0,6,../input/petfinder-pawpularity-score/train/afd4bfded181ccf93432a03a843c0003.jpg,0.21,31.57037
43,0,0,0,1,0,0,1,0,0,0,0,0,38,1,8,../input/petfinder-pawpularity-score/train/59335a7f66ad3a60a13ad93ddb0acff8.jpg,0.38,32.279747
44,0,1,1,1,0,0,0,0,1,1,0,0,40,1,9,../input/petfinder-pawpularity-score/train/fc72b11223a890ac05e4f3ddf0e1b6ce.jpg,0.4,32.572132
45,0,1,1,1,0,0,1,0,0,0,0,0,26,1,0,../input/petfinder-pawpularity-score/train/b5c6d24b551732a75b99a53c3c305fbf.jpg,0.26,31.875568
46,0,1,1,1,0,0,0,0,0,0,0,0,40,1,3,../input/petfinder-pawpularity-score/train/620271da3a9116e08e5b89d0793ea1bc.jpg,0.4,27.198523
47,0,0,1,1,0,0,0,0,0,0,0,1,23,0,8,../input/petfinder-pawpularity-score/train/5fbb6211ce015499db41d254b1ff1c7f.jpg,0.23,29.425829
48,0,1,1,1,0,0,0,0,0,0,0,0,61,1,7,../input/petfinder-pawpularity-score/train/a138545a7acb514697f6a2ce79b7a6f2.jpg,0.61,46.04372
49,0,1,1,1,0,0,1,0,0,0,0,0,2,1,3,../input/petfinder-pawpularity-score/train/6ad90b728783d37229bc7b0029e253af.jpg,0.02,32.153805
50,0,1,1,1,0,0,0,0,0,0,0,0,34,0,5,../input/petfinder-pawpularity-score/train/d823ff8e3ea4e9434c1d8a4244987a9e.jpg,0.34,30.810474
51,0,1,1,1,0,0,1,0,0,0,0,0,55,0,3,../input/petfinder-pawpularity-score/train/22404d93a84ff66677f0066a8aa1d109.jpg,0.55,43.637447
52,0,0,1,1,0,0,0,0,1,0,0,1,65,0,5,../input/petfinder-pawpularity-score/train/141597fb8fd6c46783d63593741d8acb.jpg,0.65,30.836514
53,0,1,1,1,0,0,0,0,0,0,0,0,25,1,9,../input/petfinder-pawpularity-score/train/68b8c789a25d5cd2e97c6cd14f282bc3.jpg,0.25,23.80134
54,0,1,1,1,0,0,0,0,0,0,0,0,16,0,1,../input/petfinder-pawpularity-score/train/c414ca0fb59eb43abfd72dcb10cc85f2.jpg,0.16,30.760693
55,0,1,1,1,0,0,0,0,1,0,0,0,34,1,9,../input/petfinder-pawpularity-score/train/296a2dfcf39b860a21cbde1c9574147b.jpg,0.34,26.692816
56,0,1,1,0,0,0,1,1,0,0,0,0,25,1,1,../input/petfinder-pawpularity-score/train/3ddb504076d5b0e935b4f36b1e9a2fa6.jpg,0.25,27.983505
57,0,1,1,0,0,0,0,0,1,0,0,0,39,0,5,../input/petfinder-pawpularity-score/train/92c7437d21cd56a175a94569701f8d46.jpg,0.39,36.29184
58,0,0,0,0,0,0,0,0,0,0,0,0,27,0,4,../input/petfinder-pawpularity-score/train/b9edd2ee957a3de2d55703c0363a73de.jpg,0.27,39.36731
59,0,1,1,1,0,0,0,0,1,1,0,0,32,2,8,../input/petfinder-pawpularity-score/train/aebb1296ec18c9ed136f85c208b1daa4.jpg,0.32,43.1794
60,0,1,1,1,0,1,0,0,0,1,1,0,44,2,8,../input/petfinder-pawpularity-score/train/b295d62251a0e5e756e660a4024d9724.jpg,0.44,31.183264
61,0,1,1,1,0,0,0,0,0,0,0,0,6,0,3,../input/petfinder-pawpularity-score/train/20a9b0332beba5860008ce0469ae375c.jpg,0.06,42.05413
62,0,1,1,1,0,0,0,0,0,1,0,0,60,1,5,../input/petfinder-pawpularity-score/train/c1b171ba725d500b54d91036ec0dbfe7.jpg,0.6,42.25293
63,0,0,1,1,0,0,0,0,0,1,0,0,15,0,6,../input/petfinder-pawpularity-score/train/64e620b4b41e63f9e24f2de535a2bd2c.jpg,0.15,33.460625
64,0,1,1,1,0,0,0,0,1,0,0,0,2,0,7,../input/petfinder-pawpularity-score/train/7d3e97b0f41537d872f4fa617d0cbf05.jpg,0.02,34.937756
65,0,0,1,1,0,0,0,0,0,1,0,0,36,1,5,../input/petfinder-pawpularity-score/train/26036ccdf68188a0653173c4da5bd0b6.jpg,0.36,42.685448
66,0,0,1,1,0,0,1,0,0,0,0,1,25,0,9,../input/petfinder-pawpularity-score/train/872587b5db26e4d66903f17a6597ad66.jpg,0.25,29.581774
67,0,0,1,1,0,0,0,0,0,0,0,1,12,0,3,../input/petfinder-pawpularity-score/train/8b8e7905639d347059f5132559258aac.jpg,0.12,35.29948
68,0,1,1,1,0,0,0,0,0,0,0,0,30,0,2,../input/petfinder-pawpularity-score/train/05a0108d13f201f03a6be91eb1ef015d.jpg,0.3,32.818394
69,0,1,1,0,0,0,0,1,0,0,1,0,20,1,2,../input/petfinder-pawpularity-score/train/3e9351a75c3c7b6af52b085dfa5011b2.jpg,0.2,28.15123
70,0,0,1,1,0,0,0,0,0,0,0,1,24,0,2,../input/petfinder-pawpularity-score/train/075d0e47ff8e23dbec02b32a26c5fc78.jpg,0.24,29.985958
71,0,1,1,1,0,0,0,0,0,0,0,0,33,0,1,../input/petfinder-pawpularity-score/train/e089a1142afac8a78448e4e8b28ba6c6.jpg,0.33,22.440094
72,0,1,1,1,1,0,0,0,0,1,0,0,24,0,3,../input/petfinder-pawpularity-score/train/d2207138575b7f6f6c8b8fa8a6695c5f.jpg,0.24,32.710087
73,0,1,1,1,0,0,0,0,1,1,0,0,44,0,4,../input/petfinder-pawpularity-score/train/cde9c5cded2fd0d146cd2c7df350acca.jpg,0.44,50.377457
74,0,0,0,1,0,0,0,0,0,0,0,0,35,0,5,../input/petfinder-pawpularity-score/train/ca9be407215fff4683ed4e3cd0c99d3f.jpg,0.35,29.252485
75,0,1,1,1,0,0,0,0,0,0,0,0,11,1,6,../input/petfinder-pawpularity-score/train/cb66460351582e68bacb6ba91605d914.jpg,0.11,20.019453
76,0,0,0,1,0,0,0,0,1,0,0,0,64,0,4,../input/petfinder-pawpularity-score/train/b318d41084469931ab163fa86632530a.jpg,0.64,34.60868
77,0,0,1,1,0,0,0,0,0,0,0,1,43,0,3,../input/petfinder-pawpularity-score/train/54edeba08823bf6a4ee8ba968ac351c7.jpg,0.43,35.50534
78,0,1,1,1,0,0,1,0,1,1,0,0,37,0,0,../input/petfinder-pawpularity-score/train/0f2ff6806332987a28b896cc96d8b569.jpg,0.37,41.939827
79,0,1,1,1,0,0,0,0,0,0,0,0,30,0,7,../input/petfinder-pawpularity-score/train/e20bb415f4fcf6f0db225acb219d714e.jpg,0.3,34.387604
80,0,0,1,1,0,0,0,0,0,0,0,0,25,0,2,../input/petfinder-pawpularity-score/train/5bcd16a14c59e7e473c2870d7934ba93.jpg,0.25,24.700356
81,0,1,1,1,0,0,0,0,0,1,1,0,10,1,6,../input/petfinder-pawpularity-score/train/a85f4ad2e5d574d7af97586f8bb60e70.jpg,0.1,40.16842
82,0,1,1,1,0,0,0,0,0,0,0,0,20,2,5,../input/petfinder-pawpularity-score/train/e5452e4ddb6acea8be708734a3a675cc.jpg,0.2,41.949883
83,0,0,0,0,0,0,1,0,0,0,0,1,31,0,7,../input/petfinder-pawpularity-score/train/4a896237b9eda03544419033611aaf1b.jpg,0.31,37.701286
84,0,1,1,1,0,0,0,0,0,0,0,0,32,0,2,../input/petfinder-pawpularity-score/train/7d0db98439c2130b75986fdec4c6e9cb.jpg,0.32,29.16213
85,0,1,1,1,0,0,0,0,0,0,0,0,22,0,4,../input/petfinder-pawpularity-score/train/63311d2642b626805f5011b4fe0e1e79.jpg,0.22,33.829056
86,1,1,1,1,0,0,0,0,0,0,0,0,20,0,0,../input/petfinder-pawpularity-score/train/9f40111d360fe1360674b6f751039dab.jpg,0.2,27.853802
87,0,1,1,1,0,0,0,0,0,0,0,0,67,0,4,../input/petfinder-pawpularity-score/train/f34f5b7e71119a071c9a3c49319c57e7.jpg,0.67,46.194656
88,0,0,1,1,0,0,0,0,0,0,0,1,26,0,9,../input/petfinder-pawpularity-score/train/46deb5aa0c1a93bfab496e7104a69b1f.jpg,0.26,25.042469
89,0,1,1,1,0,0,0,0,0,0,0,0,37,0,9,../input/petfinder-pawpularity-score/train/335b7b4d9cd06215b0f9406c2dac83a8.jpg,0.37,24.22165
90,0,1,1,1,0,0,0,0,0,0,0,0,3,1,8,../input/petfinder-pawpularity-score/train/c657a24116496a96d422cbb1597051e2.jpg,0.03,29.355293
91,0,1,1,1,0,0,0,0,0,0,0,0,37,0,5,../input/petfinder-pawpularity-score/train/a410caf3d12f80cdde97e4fd7a0dc577.jpg,0.37,34.9201
92,0,1,1,1,0,0,0,0,0,0,0,0,32,1,0,../input/petfinder-pawpularity-score/train/de5cd750bee155d85e3e2c2075fed278.jpg,0.32,34.724022
93,0,1,1,1,0,0,1,0,0,0,0,0,40,1,6,../input/petfinder-pawpularity-score/train/95ca97bb20272cb60c78ad8e8a419f67.jpg,0.4,44.528507
94,0,1,1,1,0,0,0,0,0,0,0,0,31,1,0,../input/petfinder-pawpularity-score/train/48dc059a1c299568e2dcff7d008b8569.jpg,0.31,35.52505
95,0,1,1,1,0,0,1,0,0,0,0,0,46,0,2,../input/petfinder-pawpularity-score/train/8e8b8bbec0e21cb13ec6a9426acd1e97.jpg,0.46,42.49795
96,0,0,1,1,0,0,0,0,0,0,0,0,20,1,4,../input/petfinder-pawpularity-score/train/65240ccebc1aa2f3ae4d11daa6f3536d.jpg,0.2,33.75049
97,0,1,1,0,0,0,1,0,0,0,0,0,23,0,2,../input/petfinder-pawpularity-score/train/a7bfb86a51c716589ab6eaa3e0e67f6e.jpg,0.23,31.47503
98,0,1,1,1,0,0,1,0,0,1,0,0,9,0,1,../input/petfinder-pawpularity-score/train/56aa49c5dff52ec575491f23d832d914.jpg,0.09,37.96992
99,0,1,1,0,0,0,1,0,0,1,1,0,43,0,0,../input/petfinder-pawpularity-score/train/4c5e074e2956699e48b389401540aeed.jpg,0.43,51.91186
100,0,0,0,1,0,0,0,0,0,0,0,0,70,1,4,../input/petfinder-pawpularity-score/train/59b87354b2b2805b332218a87e08db5d.jpg,0.7,45.365257
101,0,1,1,1,0,0,0,0,0,0,0,0,62,0,9,../input/petfinder-pawpularity-score/train/1305cfa87233ca768c0d7decf0c3115d.jpg,0.62,54.003407
102,0,1,1,1,0,0,0,0,0,0,0,0,81,0,2,../input/petfinder-pawpularity-score/train/530250861069ed9b379437f91dbdfac8.jpg,0.81,59.441853
103,0,1,1,1,0,0,0,0,1,1,0,0,57,1,5,../input/petfinder-pawpularity-score/train/2a493f8f68eee6a70a50385b62f4e698.jpg,0.57,41.32022
104,0,1,1,1,0,0,1,0,0,0,0,0,35,1,4,../input/petfinder-pawpularity-score/train/530816e11c39e9d9857b67446a0b51e9.jpg,0.35,27.735754
105,0,0,0,0,0,0,0,0,0,0,0,0,47,1,7,../input/petfinder-pawpularity-score/train/fa2066ee7abd84c1d0dcad9aaf2d5ffa.jpg,0.47,39.09277
106,1,1,1,1,0,0,0,0,0,0,0,0,26,1,1,../input/petfinder-pawpularity-score/train/8471d24532abdb9959e26784ddc50287.jpg,0.26,32.616787
107,0,0,0,1,0,0,0,0,1,1,0,0,33,0,2,../input/petfinder-pawpularity-score/train/279ce589647b57924e97a1eeaab242e1.jpg,0.33,37.861423
108,0,1,1,0,0,0,0,0,0,0,0,0,30,1,5,../input/petfinder-pawpularity-score/train/f842f212425392477721097473dd3635.jpg,0.3,31.427155
109,0,1,1,1,0,0,0,0,0,0,0,0,23,0,2,../input/petfinder-pawpularity-score/train/27b72a0890b3930a8342426fec8b8e2d.jpg,0.23,29.997503
110,0,1,1,1,0,0,0,0,0,0,0,0,28,1,6,../input/petfinder-pawpularity-score/train/d10567732a94b5235f63ee2dfa3e02fa.jpg,0.28,44.494385
111,0,1,1,1,0,0,0,0,0,0,0,0,30,0,4,../input/petfinder-pawpularity-score/train/d8615b9fcdc7b8bc140570709bbeef27.jpg,0.3,33.29841
112,0,0,1,1,0,0,0,0,0,1,0,0,12,1,5,../input/petfinder-pawpularity-score/train/9d576862ea91d74311f06707d94008b3.jpg,0.12,48.414673
113,0,1,1,1,0,0,1,0,0,0,0,0,28,0,4,../input/petfinder-pawpularity-score/train/04d6584c30cfead253f01f326f214112.jpg,0.28,31.622108
114,0,1,1,1,0,0,1,0,0,0,0,0,26,0,2,../input/petfinder-pawpularity-score/train/f7b4dff72b347a12a18ac8b9a49a1bb5.jpg,0.26,19.174067
115,0,1,1,1,0,0,0,0,0,0,0,0,35,0,2,../input/petfinder-pawpularity-score/train/201e7f70b258c19675dee10297285afd.jpg,0.35,32.69368
116,0,1,1,1,0,0,0,0,1,1,0,0,46,1,7,../input/petfinder-pawpularity-score/train/91253c7b64e3776c236aa681c32dbf3d.jpg,0.46,40.22988
117,0,0,1,1,0,0,0,0,0,0,0,1,25,1,3,../input/petfinder-pawpularity-score/train/9056a4ec0cff7a085e23fd389bda3983.jpg,0.25,32.33141
118,0,0,1,1,0,0,0,0,0,0,0,0,76,0,2,../input/petfinder-pawpularity-score/train/9eaacee3dcf4f1085c47755902f8f7e4.jpg,0.76,35.005207
119,0,1,1,1,0,0,0,0,0,0,0,0,47,0,3,../input/petfinder-pawpularity-score/train/8bc60302aab708e09cb96c25c52d41a1.jpg,0.47,44.887836
120,0,1,1,1,0,0,0,0,0,0,0,0,17,0,8,../input/petfinder-pawpularity-score/train/e2454e6f01616d638d4d805f4bb96928.jpg,0.17,26.790705
121,0,1,1,1,0,0,0,0,0,0,0,0,45,1,4,../input/petfinder-pawpularity-score/train/fa2a47703286edfdef536620fba59a01.jpg,0.45,32.45647
122,0,1,1,1,0,0,0,0,0,0,0,0,55,0,9,../input/petfinder-pawpularity-score/train/73a3ee2aaefcf02dac27973b536d51b5.jpg,0.55,40.335995
123,1,1,1,1,0,0,0,0,0,0,0,0,42,0,7,../input/petfinder-pawpularity-score/train/37b247c959cbca0a24325315499250fb.jpg,0.42,46.71685
124,0,0,0,1,0,0,0,0,0,0,0,0,40,1,7,../input/petfinder-pawpularity-score/train/d752229e227558705d70871b3d660b1f.jpg,0.4,28.954315
125,0,1,1,1,0,0,0,0,1,1,0,0,13,0,6,../input/petfinder-pawpularity-score/train/1c99826340304f513ccca4ce74005ca5.jpg,0.13,29.08161
126,0,0,0,1,0,0,0,0,1,1,0,0,15,2,7,../input/petfinder-pawpularity-score/train/2365330f77d4eaacd7486a3246c76be1.jpg,0.15,28.766197
127,0,1,1,1,0,0,0,0,0,0,0,0,24,0,6,../input/petfinder-pawpularity-score/train/e39659aef28b8bb6cc0b81f59f806a6d.jpg,0.24,33.8934
128,0,1,1,1,0,0,0,0,0,0,0,0,31,0,8,../input/petfinder-pawpularity-score/train/76e68d02a303a3c13cb2ba6caaffb9a3.jpg,0.31,31.484142
129,0,1,1,1,0,1,0,0,0,0,0,0,30,0,5,../input/petfinder-pawpularity-score/train/21aa40379845772a90966ec0f86a29b5.jpg,0.3,33.70104
130,1,1,1,1,0,0,0,0,0,0,0,0,27,0,7,../input/petfinder-pawpularity-score/train/c7bf2100fa8c7271013b0ed3bb12592a.jpg,0.27,28.469854
131,0,1,1,1,0,0,0,0,1,0,0,0,17,1,5,../input/petfinder-pawpularity-score/train/87d80382c3f1ae2fb85e09e1a1aec443.jpg,0.17,26.611687
132,0,1,1,1,0,0,0,0,1,1,0,0,3,0,1,../input/petfinder-pawpularity-score/train/ea26ade6db37bc11c08e42c79af33b6f.jpg,0.03,36.647106
133,0,1,1,1,0,0,1,0,0,0,0,0,48,0,7,../input/petfinder-pawpularity-score/train/6aa7dae08e9308c6657eea4deacc4c32.jpg,0.48,37.19471
134,0,0,0,0,0,0,0,0,0,0,0,0,38,1,1,../input/petfinder-pawpularity-score/train/4ef5ab4394f363b8770323da06afbce5.jpg,0.38,38.27865
135,0,0,1,0,0,0,0,0,0,0,0,0,20,1,9,../input/petfinder-pawpularity-score/train/3b886a355f89de0d2acf88e31a709ed9.jpg,0.2,37.41104
136,0,0,1,1,0,0,0,0,0,0,0,1,30,0,9,../input/petfinder-pawpularity-score/train/d6d09ad75de57657c3119135d071c0cf.jpg,0.3,32.391975
137,0,0,0,1,0,0,0,0,0,0,0,0,24,0,1,../input/petfinder-pawpularity-score/train/b75887c229fd4614db44c8efc3689802.jpg,0.24,31.62988
138,0,1,1,1,0,0,0,0,0,1,0,0,42,0,3,../input/petfinder-pawpularity-score/train/508befee04c48cd24a64b5d5606e9fcf.jpg,0.42,28.183512
139,0,1,1,1,0,0,0,0,1,1,0,0,26,1,8,../input/petfinder-pawpularity-score/train/d20cf059a9e892dcb8bb991bf5acf010.jpg,0.26,31.972372
140,0,0,1,1,0,0,0,0,1,0,0,0,33,0,0,../input/petfinder-pawpularity-score/train/6df67c8457418728f593d7fc043b9261.jpg,0.33,25.163376
141,0,1,1,1,0,0,0,0,0,0,0,0,35,2,6,../input/petfinder-pawpularity-score/train/dd50c58976616ff5d92c598aff295b1b.jpg,0.35,33.81022
142,0,1,1,1,0,1,0,0,1,1,0,0,31,1,2,../input/petfinder-pawpularity-score/train/98905f642162e64b1916a46dbea5ead0.jpg,0.31,30.94041
143,0,0,0,1,0,0,0,0,0,0,0,0,22,0,9,../input/petfinder-pawpularity-score/train/5e34864230486d73078395e62e33de1b.jpg,0.22,28.904718
144,0,1,1,0,0,0,1,0,0,0,0,0,23,0,9,../input/petfinder-pawpularity-score/train/d4eb73fcebde30f2210a8b1a0f8796cb.jpg,0.23,34.983265
145,0,1,1,1,0,0,0,0,0,0,0,0,23,0,1,../input/petfinder-pawpularity-score/train/210d5dc2fc7c03ee10f5872ee3a0afae.jpg,0.23,32.748287
146,0,0,1,0,0,0,1,0,0,0,0,1,100,0,5,../input/petfinder-pawpularity-score/train/83fe342b3d1f365f8b62272319890cf9.jpg,1.0,67.85775
147,0,1,1,1,0,0,0,0,0,0,0,0,22,0,5,../input/petfinder-pawpularity-score/train/c811ef82067c00530bfe64fd63444ef8.jpg,0.22,23.701601
148,0,1,1,1,0,0,0,0,0,0,0,0,23,1,4,../input/petfinder-pawpularity-score/train/291320168a3fb0d981b4e5ef5c26a307.jpg,0.23,39.308815
149,0,0,1,1,0,0,0,0,0,0,0,0,25,0,7,../input/petfinder-pawpularity-score/train/29e8d70d0986edeb0a137a0dca5e438c.jpg,0.25,27.246431
150,0,1,1,1,0,0,0,0,0,0,0,0,34,0,3,../input/petfinder-pawpularity-score/train/63428ff74f79507ae1ca88dddb363f9f.jpg,0.34,40.02625
151,0,1,1,1,0,0,0,0,0,0,0,0,73,0,4,../input/petfinder-pawpularity-score/train/1c31fbeb3e6f13a150c80fa6944df245.jpg,0.73,46.865776
152,0,1,1,1,0,0,0,0,0,0,0,0,20,1,9,../input/petfinder-pawpularity-score/train/2d88b761a71d82c551a4e3dc61093296.jpg,0.2,28.674374
153,0,1,1,1,0,0,0,0,0,0,0,0,30,0,5,../input/petfinder-pawpularity-score/train/65a5b6dbf36469cebcf2a682ebc8dd14.jpg,0.3,40.460587
154,0,1,1,1,0,0,0,0,1,1,0,0,40,0,2,../input/petfinder-pawpularity-score/train/a4b796159ad0a086a165097fb548017a.jpg,0.4,33.89686
155,0,1,1,1,0,0,0,0,1,1,0,0,41,0,5,../input/petfinder-pawpularity-score/train/ba3c3567dbb5690e39d3377f1f6367a7.jpg,0.41,29.620031
156,0,1,1,1,0,0,0,0,0,0,0,0,32,1,5,../input/petfinder-pawpularity-score/train/fb1ba83472a5325d1ec413c616ae4b3c.jpg,0.32,50.33616
157,0,1,1,1,0,0,0,0,0,0,0,0,40,1,0,../input/petfinder-pawpularity-score/train/ae3eb3361c4cdb8168f91bc7120b3fa3.jpg,0.4,50.215816
158,0,1,1,1,0,0,0,0,0,0,0,0,22,1,4,../input/petfinder-pawpularity-score/train/6214a3bb7baaf4221c9ba32b02b53cc7.jpg,0.22,23.327532
159,0,1,1,1,0,0,0,0,0,0,0,0,60,0,6,../input/petfinder-pawpularity-score/train/d37dafb1c5c75bed442da3b5f9b08396.jpg,0.6,28.738075
160,0,0,0,1,0,0,1,0,0,0,1,0,79,1,6,../input/petfinder-pawpularity-score/train/658c0eeeaf4ceed96c628d00215e0777.jpg,0.79,44.703293
161,0,1,1,1,0,0,0,0,1,1,0,0,15,0,5,../input/petfinder-pawpularity-score/train/6bf0b393043a3603286ae04edd17a00a.jpg,0.15,40.247288
